epoch,train/loss,val/loss,learning_rate,train/time,val/time,train/confmaps/neck1,train/confmaps/forepawL1,train/confmaps/forepawR1,train/confmaps/nose1,train/confmaps/tailstart1,train/confmaps/hindpawR1,train/confmaps/hindpawL1,train/confmaps/tail1,train/confmaps/centroid1,train/confmaps/tailtip1
22,0.00014345295494422317,0.00011939061369048432,9.999999747378752e-05,14.678828239440918,0.15526556968688965,0.0001098610955523327,0.0001647405297262594,0.0001596248330315575,0.00012857644469477236,0.0001302399905398488,0.00017272349214181304,0.00017150171333923936,0.00012332839833106846,7.562550308648497e-05,0.00019863754278048873
23,0.00013808002404402941,0.00012204315135022625,9.999999747378752e-05,14.855945587158203,0.1568605899810791,0.00010029228724306449,0.00016200226673390716,0.00015492843522224575,0.00011852000170620158,0.00011408487625885755,0.00017258281877730042,0.0001716097758617252,0.00011624814214883372,7.546850974904373e-05,0.00019575665646698326
24,0.00013327332271728665,0.0001140255990321748,9.999999747378752e-05,14.704431533813477,0.16217255592346191,9.529550152365118e-05,0.00015816290397197008,0.00015352314221672714,0.00011240318417549133,9.882615995593369e-05,0.00017056017532013357,0.0001713638484943658,0.00011180516594322398,7.102424569893628e-05,0.00019096872711088508
25,0.00013114666217006743,0.00010536798799876124,9.999999747378752e-05,14.753870964050293,0.15968036651611328,9.333689376944676e-05,0.0001564495323691517,0.0001509313442511484,0.00010641075641615316,9.189723641611636e-05,0.00017083044804167002,0.00016945923562161624,0.00011018083750968799,7.077849295455962e-05,0.00019407055515330285
26,0.0001257433759747073,0.00010338646825402975,9.999999747378752e-05,14.741890907287598,0.15913724899291992,8.84039473021403e-05,0.00015573484415654093,0.00014866160927340388,9.928674990078434e-05,7.994036423042417e-05,0.00017014631885103881,0.0001698950509307906,0.0001013359724311158,7.015126175247133e-05,0.00017421903612557799
27,0.00012033840175718069,9.559488535160199e-05,9.999999747378752e-05,14.767131805419922,0.1672825813293457,8.274598803836852e-05,0.00015415991947520524,0.0001461189822293818,9.086185309570283e-05,7.167245348682627e-05,0.00016973147285170853,0.00016774261894170195,9.356574446428567e-05,6.69181245029904e-05,0.00015972663823049515
28,0.00011501171684358269,9.172069985652342e-05,9.999999747378752e-05,14.573585510253906,0.15639305114746094,8.063889254117385e-05,0.00015080456796567887,0.00014463764091487974,8.439412340521812e-05,6.489700899692252e-05,0.00016896941815502942,0.00016625248827040195,8.692859410075471e-05,6.64813705952838e-05,0.00013801976456306875
29,0.00011547178291948512,9.135110303759575e-05,9.999999747378752e-05,14.826839447021484,0.15678644180297852,8.185087790479884e-05,0.00015103128680493683,0.0001473153242841363,8.20633940747939e-05,6.497126014437526e-05,0.00016885898367036134,0.00016389612574130297,8.84428882272914e-05,6.603644578717649e-05,0.00014371091674547642
30,0.0001083680908777751,9.170761040877551e-05,9.999999747378752e-05,14.776250839233398,0.16387677192687988,7.534353790106252e-05,0.00014932600606698543,0.00014251905668061227,7.279434794327244e-05,5.60151893296279e-05,0.00016728635819163173,0.0001600253308424726,7.871192792663351e-05,6.587595999008045e-05,0.00011376450129318982
31,0.00010298821871401742,8.288550452562049e-05,9.999999747378752e-05,14.707256317138672,0.16305041313171387,7.187255687313154e-05,0.00014393459423445165,0.00014192660455591977,7.074206951074302e-05,5.2014591346960515e-05,0.00016329862410202622,0.00015565668581984937,7.293449016287923e-05,5.871478788321838e-05,0.00010080885840579867
32,9.936079004546627e-05,8.538271504221484e-05,9.999999747378752e-05,14.909693717956543,0.16676712036132812,6.881518493173644e-05,0.00014482026745099574,0.00014055587234906852,6.524297350551933e-05,4.911478754365817e-05,0.00016186005086638033,0.0001501776569057256,6.88184445607476e-05,5.711625999538228e-05,8.789169078227133e-05
33,9.759076056070626e-05,8.05659219622612e-05,9.999999747378752e-05,14.830300331115723,0.16232657432556152,6.741792458342388e-05,0.00014535505033563823,0.00013856112491339445,6.288187432801351e-05,4.759610601468012e-05,0.0001595792273292318,0.00014569502673111856,6.560018664458767e-05,5.609272557194345e-05,8.782033546594903e-05
34,9.631235298002139e-05,8.14511367934756e-05,9.999999747378752e-05,14.637149810791016,0.16531085968017578,6.752362241968513e-05,0.000143341239891015,0.00013914311421103776,6.217295594979078e-05,4.7360612370539457e-05,0.00015556001744698733,0.0001424092915840447,6.4605672378093e-05,5.461653199745342e-05,7.760171865811571e-05
35,9.259693615604192e-05,7.731796358712018e-05,9.999999747378752e-05,14.908309936523438,0.1664590835571289,6.43495877739042e-05,0.0001414667203789577,0.0001362756302114576,5.824383697472513e-05,4.3975625885650516e-05,0.0001515895564807579,0.0001376422878820449,6.235668843146414e-05,5.376117042033002e-05,7.55975124775432e-05
36,9.065939229913056e-05,7.646357698831707e-05,9.999999747378752e-05,14.75428581237793,0.1684269905090332,6.30935828667134e-05,0.00014095171354711056,0.00013726360339205712,5.6023342040134594e-05,4.406220614328049e-05,0.00014695744903292507,0.00013576452329289168,5.9265687013976276e-05,5.3255407692631707e-05,7.390376413241029e-05
37,8.865248673828319e-05,7.917362381704152e-05,9.999999747378752e-05,14.83682918548584,0.16237163543701172,6.198640039656311e-05,0.00013918455806560814,0.0001356796274194494,5.555388634093106e-05,4.030680065625347e-05,0.00014325248776003718,0.00013221583503764123,5.79738880333025e-05,5.313215297064744e-05,6.72520327498205e-05
38,8.559465641155839e-05,7.460419874405488e-05,9.999999747378752e-05,14.581169128417969,0.1545090675354004,6.054527693777345e-05,0.00013930973364040256,0.00013362220488488674,5.3083334933035076e-05,3.880240547005087e-05,0.00014022634422872216,0.00012727257853839546,5.649809099850245e-05,5.0103488320019096e-05,6.017642954248004e-05
39,8.392678864765912e-05,7.305422332137823e-05,9.999999747378752e-05,14.813815116882324,0.15752291679382324,5.768661867477931e-05,0.00013648961612489074,0.00013101797958370298,5.167155904928222e-05,3.8308393413899466e-05,0.00013619542005471885,0.00012448425695765764,5.3937976190354675e-05,5.309631160343997e-05,5.71690579818096e-05
40,8.27146868687123e-05,7.232531788758934e-05,9.999999747378752e-05,14.840858459472656,0.15368008613586426,5.727045936509967e-05,0.00013699056580662727,0.0001287633494939655,5.114130544825457e-05,3.615318928495981e-05,0.00013390248932410032,0.00012178525503259152,5.686326767317951e-05,4.8020829126471654e-05,5.785640314570628e-05
41,8.049063762882724e-05,7.137007924029604e-05,9.999999747378752e-05,14.74948787689209,0.15952539443969727,5.62650675419718e-05,0.00013425512588582933,0.00012916892592329532,4.9747810408007354e-05,3.7442972825374454e-05,0.00013012088311370462,0.0001170891773654148,5.316096940077841e-05,4.826964141102508e-05,5.1155122491763905e-05
42,7.862329948693514e-05,6.873234815429896e-05,9.999999747378752e-05,14.590325355529785,0.1638188362121582,5.4241583711700514e-05,0.00013424060307443142,0.0001267933112103492,4.840209658141248e-05,3.529508103383705e-05,0.0001255697716260329,0.00011342761717969552,5.2437284466577694e-05,4.4997563236393034e-05,4.972988608642481e-05
43,7.781524618621916e-05,6.57832424622029e-05,9.999999747378752e-05,14.739400863647461,0.16492915153503418,5.4875577916391194e-05,0.00013225017755758017,0.00012648564006667584,4.773774344357662e-05,3.4321710700169206e-05,0.00012373233039397746,0.00011002321116393432,5.0705810281215236e-05,4.659296610043384e-05,4.8699141188990325e-05
44,7.757572166156024e-05,6.677234341623262e-05,9.999999747378752e-05,14.598897933959961,0.16383719444274902,5.6212687923107296e-05,0.00013241826673038304,0.00012609545956365764,4.6212713641580194e-05,3.41261038556695e-05,0.00011998294212389737,0.00010516872862353921,5.353156302589923e-05,4.6684257540619e-05,4.74630287499167e-05
45,7.334294787142426e-05,6.645813846262172e-05,9.999999747378752e-05,14.736225128173828,0.15985751152038574,5.245662396191619e-05,0.00012908209464512765,0.00012208781845401973,4.4919845095137134e-05,3.270451634307392e-05,0.00011381180229363963,0.00010040873166872188,4.9404723540646955e-05,4.503383388509974e-05,4.511925362749025e-05
46,7.198430103017017e-05,6.463805766543373e-05,9.999999747378752e-05,14.788564682006836,0.16006088256835938,5.36153165739961e-05,0.0001279003481613472,0.00012217488256283104,4.455313319340348e-05,3.12719312205445e-05,0.00010774714610306546,9.800714906305075e-05,5.046487058280036e-05,4.42996752099134e-05,4.168199666310102e-05
47,7.019904296612367e-05,6.50817237328738e-05,9.999999747378752e-05,14.750486373901367,0.16385412216186523,5.11284451931715e-05,0.00012847600737586617,0.00012031659571221098,4.398289092932828e-05,3.0463061193586327e-05,0.00010207050218014047,9.352069901069626e-05,4.7537265345454216e-05,4.2094659875147045e-05,4.4053482270101085e-05
48,6.895694968989119e-05,6.36111872154288e-05,9.999999747378752e-05,16.12803840637207,0.1959846019744873,5.2773411880480126e-05,0.00012748016160912812,0.00011920651013497263,4.412269845488481e-05,3.0294926546048373e-05,9.796953236218542e-05,9.121712355408818e-05,4.5847587898606434e-05,4.381997132441029e-05,3.835637107840739e-05
49,6.702654354739934e-05,5.822002640343271e-05,9.999999747378752e-05,15.098154067993164,0.17734956741333008,5.0965496484423056e-05,0.00012543692719191313,0.00011723501665983349,4.3687530705938116e-05,3.065536293433979e-05,9.023860184242949e-05,8.375327161047608e-05,4.7280431317631155e-05,4.246105527272448e-05,3.88506923627574e-05
50,6.574226426891983e-05,5.9849120589205995e-05,9.999999747378752e-05,14.915002822875977,0.1708369255065918,4.97777400596533e-05,0.00012321327812969685,0.00011570967035368085,4.3010331864934415e-05,2.9040968001936562e-05,8.814553439151496e-05,7.962888048496097e-05,4.6891902456991374e-05,4.106422056793235e-05,4.200992771075107e-05
51,6.348596070893109e-05,6.006630792398937e-05,9.999999747378752e-05,14.924070358276367,0.17020392417907715,4.922880179947242e-05,0.00012204808444948867,0.00011417786299716681,4.0767314203549176e-05,2.8088905310141854e-05,8.234714914578944e-05,7.769951480440795e-05,4.4285337935434654e-05,4.089544017915614e-05,3.644200842245482e-05
52,6.192023283801973e-05,6.179675256134942e-05,9.999999747378752e-05,15.185604095458984,0.17630720138549805,4.8922476707957685e-05,0.00011915684444829822,0.00011244539928156883,4.107571658096276e-05,2.7921112632611766e-05,7.653126522200182e-05,7.312330126296729e-05,4.490107676247135e-05,4.0089515096042305e-05,3.586993261706084e-05
53,6.046058842912316e-05,6.270260200835764e-05,9.999999747378752e-05,14.98088550567627,0.1694331169128418,4.6960289182607085e-05,0.00011811983131337911,0.00011125775927212089,4.0647828427609056e-05,2.671674155863002e-05,7.110259321052581e-05,6.885650509502739e-05,4.4862379581900313e-05,3.858679338009097e-05,3.448199640843086e-05
54,6.053674587747082e-05,6.0476635553641245e-05,9.999999747378752e-05,14.81320858001709,0.1725940704345703,4.8658173909643665e-05,0.00011791332508437335,0.00011084161815233529,4.019683547085151e-05,2.6045989216072485e-05,7.07730432623066e-05,6.661743100266904e-05,4.381013786769472e-05,4.1305891500087455e-05,3.613229637267068e-05
55,5.8588837418938056e-05,5.650545790558681e-05,9.999999747378752e-05,14.990489959716797,0.17451906204223633,4.7247784095816314e-05,0.00011567403998924419,0.00010788139479700476,4.05566424888093e-05,2.5834791813394986e-05,6.646190013270825e-05,6.449310603784397e-05,4.40811927546747e-05,3.9615373680135235e-05,3.408384509384632e-05
56,5.7388511777389795e-05,5.556783071369864e-05,9.999999747378752e-05,14.736430168151855,0.1638190746307373,4.6298187953652814e-05,0.00011276925943093374,0.00010808123624883592,3.9327478589257225e-05,2.503180985513609e-05,6.335278885671869e-05,6.224916432984173e-05,4.387097214930691e-05,3.993704012827948e-05,3.517006916808896e-05
57,5.4991698561934754e-05,5.720207991544157e-05,9.999999747378752e-05,14.936697959899902,0.16188836097717285,4.5049961045151576e-05,0.00011147789336973801,0.00010363190085627139,3.795924931182526e-05,2.4621147531433962e-05,5.739526386605576e-05,5.778035847470164e-05,4.218859976390377e-05,3.788658796111122e-05,3.3479467674624175e-05
58,5.36640509380959e-05,5.531164424610324e-05,9.999999747378752e-05,14.868481636047363,0.16218161582946777,4.505623655859381e-05,0.00011077633826062083,0.00010313285019947216,3.822239159489982e-05,2.4552979084546678e-05,5.261398837319575e-05,5.579743447015062e-05,4.082314990228042e-05,3.775222285185009e-05,3.070734965149313e-05
59,5.3341373131843284e-05,5.071812847745605e-05,9.999999747378752e-05,14.979034423828125,0.15910553932189941,4.49050021416042e-05,0.0001082673406926915,0.00010143771942239255,3.744123023352586e-05,2.3658732970943674e-05,5.430902820080519e-05,5.3423282224684954e-05,4.211319173919037e-05,3.8741130993003026e-05,3.102441769442521e-05
60,5.20326939295046e-05,5.0969661970157176e-05,9.999999747378752e-05,14.959612846374512,0.16864657402038574,4.252819053363055e-05,0.00010564771946519613,9.919543663272634e-05,3.710977762239054e-05,2.339051934541203e-05,5.0446022214600816e-05,5.097739995107986e-05,4.263827213435434e-05,3.846397885354236e-05,2.980901081173215e-05
61,5.145978138898499e-05,5.3435574955074117e-05,9.999999747378752e-05,15.041147232055664,0.16801905632019043,4.248824552632868e-05,0.00010316701082047075,9.787973249331117e-05,3.792493953369558e-05,2.3150207198341377e-05,4.68877078674268e-05,4.840971450903453e-05,4.192779670120217e-05,3.709120210260153e-05,3.1717187084723264e-05
62,4.930184513796121e-05,5.582445010077208e-05,9.999999747378752e-05,14.822036743164062,0.15386295318603516,4.198431270197034e-05,0.00010139382357010618,9.60379620664753e-05,3.554464638000354e-05,2.2024541976861656e-05,4.58643444289919e-05,4.8496858653379604e-05,3.9415554056176916e-05,3.6975998227717355e-05,2.7249065169598907e-05
63,4.8463858547620475e-05,4.8839021474123e-05,9.999999747378752e-05,15.307890892028809,0.17516446113586426,4.062779771629721e-05,9.82656711130403e-05,9.267282439395785e-05,3.636280234786682e-05,2.206181852670852e-05,4.348699076217599e-05,4.505079778027721e-05,3.9503291191067547e-05,3.495052078505978e-05,3.02105017908616e-05
64,4.8211128159891814e-05,4.9081103497883305e-05,9.999999747378752e-05,14.632552146911621,0.1615762710571289,4.011539203929715e-05,9.815431985771284e-05,9.187659452436492e-05,3.4898515878012404e-05,2.1707308405893855e-05,4.3459593143779784e-05,4.553579492494464e-05,4.167356019024737e-05,3.6836336221313104e-05,2.903305721702054e-05
65,4.5761498768115416e-05,5.115495514473878e-05,9.999999747378752e-05,14.983530044555664,0.16525959968566895,4.0675211494090036e-05,9.103732008952647e-05,8.742861245991662e-05,3.5580244002630934e-05,2.1627891328535043e-05,3.9317470509558916e-05,4.1283739847131073e-05,3.7992667785147205e-05,3.5045944969169796e-05,2.7807654987554997e-05
66,4.625833753379993e-05,4.857518433709629e-05,9.999999747378752e-05,14.733901023864746,0.1648101806640625,4.0964383515529335e-05,9.176509774988517e-05,8.846272976370528e-05,3.447840936132707e-05,2.108538683387451e-05,4.098218778381124e-05,4.115395131520927e-05,4.0639086364535615e-05,3.643220406956971e-05,2.755448986135889e-05
67,4.522631206782535e-05,4.7588968300260603e-05,9.999999747378752e-05,14.972776412963867,0.16084623336791992,3.972019112552516e-05,8.87347268871963e-05,8.679012535139918e-05,3.4421846066834405e-05,2.107048021571245e-05,3.7569348933175206e-05,3.997490057372488e-05,3.893455141223967e-05,3.513506453600712e-05,2.946455788332969e-05
68,4.3885462218895555e-05,5.212804535403848e-05,9.999999747378752e-05,15.003656387329102,0.16437196731567383,3.923038821085356e-05,8.615340630058199e-05,8.570332283852622e-05,3.332196865812875e-05,2.0105260773561895e-05,3.7275349313858896e-05,3.7653197068721056e-05,3.8893755117896944e-05,3.484269109321758e-05,2.6982146664522588e-05
69,4.3129155528731644e-05,4.989822264178656e-05,9.999999747378752e-05,14.90759563446045,0.157944917678833,3.9936490793479607e-05,8.409415022470057e-05,8.319346670759842e-05,3.181565261911601e-05,1.9995193724753335e-05,3.62605023838114e-05,3.794650183408521e-05,3.908676444552839e-05,3.504566120682284e-05,2.444309211568907e-05
70,4.250488200341351e-05,4.896287282463163e-05,9.999999747378752e-05,15.072522163391113,0.16126370429992676,3.686385753098875e-05,8.354642341146246e-05,8.047150913625956e-05,3.417251355131157e-05,1.93539381143637e-05,3.404625749681145e-05,3.632616062532179e-05,3.719944288604893e-05,3.290885069873184e-05,2.823322756739799e-05
71,4.137486394029111e-05,4.862708374275826e-05,9.999999747378752e-05,14.927216529846191,0.1608269214630127,3.801166167249903e-05,8.01643036538735e-05,7.993519102456048e-05,3.15737743221689e-05,1.8528487998992205e-05,3.3434032957302406e-05,3.4184973628725857e-05,3.622935400926508e-05,3.3047981560230255e-05,2.5241773982997984e-05
72,4.045949754072353e-05,5.1496306696208194e-05,9.999999747378752e-05,14.973734855651855,0.1676476001739502,3.64389707101509e-05,7.711403304710984e-05,7.810964598320425e-05,3.2038540666690096e-05,1.8969716620631516e-05,3.256178752053529e-05,3.4027463698294014e-05,3.693982944241725e-05,3.274794653407298e-05,2.5162091333186254e-05
73,3.9716658648103476e-05,4.839607936446555e-05,9.999999747378752e-05,15.204792976379395,0.16226696968078613,3.6463705328060314e-05,7.402518531307578e-05,7.41352341719903e-05,3.213997479178943e-05,1.853086541814264e-05,3.235041367588565e-05,3.3278411137871444e-05,3.7719106330769137e-05,3.3499545679660514e-05,2.4313658286700957e-05
74,3.92008587368764e-05,4.655434895539656e-05,9.999999747378752e-05,14.797036170959473,0.16813278198242188,3.623828524723649e-05,7.41190742701292e-05,7.720038411207497e-05,3.186695903423242e-05,1.7950244000530802e-05,3.049752558581531e-05,3.1964027584763244e-05,3.598920739023015e-05,3.3533931855345145e-05,2.415632661723066e-05
75,3.4926561056636274e-05,4.65766825072933e-05,4.999999873689376e-05,14.912958145141602,0.1690659523010254,3.28586102114059e-05,6.592519639525563e-05,6.693904288113117e-05,2.9270002414705232e-05,1.587122278579045e-05,2.616400524857454e-05,2.8661012038355693e-05,3.411315628909506e-05,2.9816794267389923e-05,2.0770423361682333e-05
76,3.481647581793368e-05,4.761251693707891e-05,4.999999873689376e-05,14.955442428588867,0.16068005561828613,3.3342694223392755e-05,6.38073033769615e-05,6.508531077997759e-05,2.858256448234897e-05,1.5255892321874853e-05,2.6549367248662747e-05,2.7899392080144025e-05,3.3640633773757145e-05,2.9044062102911994e-05,2.2281155906966887e-05
77,3.429413482081145e-05,4.52358290203847e-05,4.999999873689376e-05,15.111620903015137,0.16886639595031738,3.2184409064939246e-05,6.322780245682225e-05,6.599441985599697e-05,2.8310774723649956e-05,1.5679657735745423e-05,2.5744371669134125e-05,2.7923819288844243e-05,3.364057920407504e-05,2.9793973226333037e-05,2.1155177819309756e-05
78,3.312166518298909e-05,4.4652926590060815e-05,4.999999873689376e-05,15.467555046081543,0.168792724609375,3.2843523513292894e-05,6.03456974204164e-05,6.2970255385153e-05,2.9024460673099384e-05,1.5342830010922626e-05,2.3640475774300285e-05,2.6545496439212002e-05,3.162492430419661e-05,2.8749620469170623e-05,2.07807679544203e-05
79,3.234062023693696e-05,4.703510057879612e-05,4.999999873689376e-05,15.256534576416016,0.17980194091796875,3.163560904795304e-05,5.800196231575683e-05,6.260348163777962e-05,2.69350093731191e-05,1.5292021998902783e-05,2.4017692339839414e-05,2.608310205687303e-05,3.113370621576905e-05,2.9172280846978538e-05,1.9466884623398073e-05
80,3.254920738982037e-05,4.4077012717025355e-05,4.999999873689376e-05,15.07288646697998,0.17757058143615723,3.0335744668263942e-05,5.836020864080638e-05,6.149999535409734e-05,2.709411273826845e-05,1.5324310879805125e-05,2.38631218962837e-05,2.6581285055726767e-05,3.10774557874538e-05,2.85137866740115e-05,1.9716597307706252e-05
81,3.1605268304701895e-05,4.507640187512152e-05,4.999999873689376e-05,14.903942108154297,0.16140294075012207,2.9842654839740135e-05,5.719724504160695e-05,5.976995817036368e-05,2.7857446184498258e-05,1.4977051250752993e-05,2.305428461113479e-05,2.4686811229912564e-05,3.125074726995081e-05,2.774340464384295e-05,1.99646019609645e-05
82,3.155049853376113e-05,4.976753916707821e-05,4.999999873689376e-05,15.081331253051758,0.16623759269714355,2.954121919174213e-05,5.52082565263845e-05,5.922798300161958e-05,2.705742917896714e-05,1.493165018473519e-05,2.33947612287011e-05,2.5365539841004647e-05,3.107731754425913e-05,2.7340725864632986e-05,1.9786037228186615e-05
83,3.116195512120612e-05,4.6692668547621e-05,4.999999873689376e-05,14.945733070373535,0.16611218452453613,2.9873979656258598e-05,5.545676322071813e-05,5.923702701693401e-05,2.811168451444246e-05,1.4697873666591477e-05,2.27127402467886e-05,2.4685205062269233e-05,3.054263288504444e-05,2.725618105614558e-05,1.8597977032186463e-05
84,3.108111195615493e-05,4.670914131565951e-05,4.999999873689376e-05,15.02707290649414,0.16491389274597168,2.925544322351925e-05,5.396585038397461e-05,5.9455473092384636e-05,2.681066507648211e-05,1.4103963621892035e-05,2.2886042643222027e-05,2.4563330953242257e-05,3.1630173907615244e-05,2.714949550863821e-05,1.946751945069991e-05
85,3.09020142594818e-05,4.431962224771269e-05,4.999999873689376e-05,14.916238784790039,0.16317176818847656,3.077805376960896e-05,5.420872912509367e-05,5.7652465329738334e-05,2.6273084586136974e-05,1.4798978554608766e-05,2.2298625481198542e-05,2.3793829313945025e-05,3.21531442750711e-05,2.7351281460141763e-05,1.935391264851205e-05
